Id,Sales
389,246.87192
390,508.31558
391,561.28876
392,487.22357
393,287.02936
394,337.26178
395,198.71507
396,174.76674
397,785.3415
398,324.81943
399,551.37524
400,269.2935
401,189.07227
402,309.68073
403,297.62256
404,396.82626
405,220.96663
406,599.14923
407,654.5923
408,649.2496
409,523.8319
410,800.3702
411,359.64383
412,553.79913
413,272.56387
414,588.4211
415,899.3309
416,364.22797
417,340.2358
418,599.41156
419,375.3768
420,463.05243
421,252.06366
422,222.31349
423,498.4582
424,703.6084
425,484.65503
426,1001.8161
427,503.97662
428,359.202
429,610.27576
430,361.31754
431,611.52484
432,548.5059
433,427.02756
434,532.19934
435,327.9931
436,304.53174
437,601.86975
438,446.26846
439,270.07315
440,464.76834
441,660.16876
442,379.07538
443,265.33145
444,405.63495
445,593.7608
446,346.7565
447,293.8275
448,620.0316
449,253.09209
450,966.46844
451,736.02216
452,853.8519
453,210.29839
454,830.7276
455,635.8958
456,279.26102
457,489.7819
458,388.65897
459,433.9767
460,263.88788
461,549.8008
462,306.28918
463,286.7905
464,327.02753
465,231.8257
466,362.41495
467,246.39691
468,562.5883
469,587.57294
470,501.6799
471,593.2729
472,316.673
473,302.47955
474,513.99585
475,207.36624
476,624.4984
477,333.47278
478,356.69366
479,624.9342
480,920.7848
481,343.05396
482,560.21387
483,382.28195
484,452.29025
485,536.85187
486,316.52643
487,272.89954
488,562.4333
489,260.2063
490,330.82703
491,374.84985
492,517.5282
493,486.19522
494,403.02945
495,239.97586
496,182.78056
497,457.826
498,322.04877
499,383.01416
500,658.4692
501,840.70276
502,310.3835
503,671.3235
504,219.71445
505,306.75766
506,313.71625
507,282.81125
508,356.57666
509,456.2425
510,338.83923
511,505.74725
512,537.8348
513,657.6656
514,416.12823
515,173.15294
516,727.85803
517,420.2231
518,358.75574
519,344.28104
520,299.81384
521,265.88303
522,301.85236
523,611.0045
524,405.7152
525,247.58597
526,287.91736
527,254.48254
528,336.4593
529,482.07013
530,472.98257
531,551.73926
532,672.4631
533,311.01526
534,535.0979
535,322.0718
536,306.79977
537,409.30518
538,791.45416
539,273.31873
540,655.6388
541,604.5583
542,288.11127
543,339.0605
544,541.8417
545,242.84642
546,271.82224
547,583.6685
548,355.46317
549,367.6906
550,428.59036
551,338.05103
552,397.607
553,302.24368
554,259.80646
555,785.70856
556,343.49658
557,289.15012
558,231.31104
559,575.6291
560,276.49887
561,411.7908
562,518.6117
563,770.6633
564,430.57547
565,431.9922
566,265.73624
567,419.50058
568,522.58746
569,234.91791
570,376.0924
571,416.61606
572,366.91437
573,309.4062
574,578.3479
575,423.1655
576,461.9266
577,376.8018
578,183.58546
579,253.64603
580,595.90454
581,257.89603
582,629.94885
583,370.4755
584,184.37318
585,255.90834
586,758.06946
587,709.3085
588,318.03296
589,212.99913
590,368.88
591,211.94788
592,506.6959
593,647.90765
594,753.5346
595,900.9782
596,341.52267
597,758.94543
598,564.61383
599,645.6532
600,899.7658
601,957.2063
602,238.84512
603,258.16992
604,252.80188
605,419.15546
606,491.4626
607,398.101
608,300.15228
609,750.29016
610,515.4997
611,507.2427
612,154.70346
613,507.1912
614,218.47989
615,466.4397
616,325.78348
617,629.121
618,558.67065
619,217.32272
620,363.7753
621,245.083
622,444.0778
623,184.484
624,341.89825
625,773.9512
626,429.9659
627,631.1684
628,1057.0323
629,772.0857
630,322.97256
631,505.39166
632,241.39934
633,1069.909
634,271.99026
635,307.8646
636,536.4097
637,739.2165
638,390.24323
639,413.95224
640,544.6902
641,593.493
642,328.912
643,234.34766
644,183.28012
645,689.0623
646,552.742
647,569.7919
648,264.0028
649,181.5705
650,284.1481
651,321.66263
652,524.194
653,497.3179
654,468.74133
655,219.9931
656,302.32773
657,938.86053
658,345.18103
659,530.94055
660,166.34639
661,374.98306
662,481.65494
663,438.2585
664,280.4516
665,384.1357
666,465.21402
667,383.2142
668,507.08093
669,330.60294
670,477.56885
671,279.46176
672,595.3751
673,294.62442
674,510.95248
675,355.88684
676,472.56824
677,386.8887
678,770.4785
679,351.48294
680,584.37756
681,528.56006
682,712.43005
683,532.2219
684,412.87216
685,438.054
686,279.7635
687,302.0342
688,323.79895
689,454.09964
690,564.6273
691,800.67554
692,952.3272
693,381.91644
694,304.78522
695,1090.8676
696,363.90332
697,607.6087
698,284.13605
699,708.17566
700,760.6617
701,668.1679
702,499.63922
703,361.9754
704,706.3023
705,656.9052
706,911.9687
707,280.1239
708,362.6985
709,576.8419
710,426.82846
711,329.90564
712,320.80057
713,498.9628
714,358.60934
715,419.36057
716,286.60718
717,640.7078
718,321.288
719,879.9808
720,653.07056
721,591.3543
722,328.58484
723,235.47452
724,480.25394
725,571.29956
726,373.57617
727,468.67227
728,559.2272
729,519.2875
730,353.44983
731,397.00305
732,554.25275
733,734.978
734,514.0196
735,618.45807
736,567.99115
737,976.13666
738,244.6203
739,594.7443
740,411.11118
741,193.25618
742,353.09998
743,358.3403
744,413.39777
745,506.28748
746,410.53134
747,900.95764
748,623.77405
749,387.02396
750,589.7554
751,741.32806
752,352.76288
753,349.22745
754,176.43393
755,623.512
756,310.9073
757,472.79993
758,422.03543
759,445.20593
760,376.49197
761,467.63895
762,1073.1741
763,296.4864
764,605.8696
765,568.45856
766,393.78375
767,344.43753
768,422.45642
769,288.51147
770,484.71512
771,241.91454
772,547.51526
773,647.0574
774,663.62445
775,431.92422
776,374.07065
777,241.42421
778,304.88885
779,403.98822
780,413.3889
781,202.30353
782,220.70631
783,294.5195
784,835.1976
785,606.3731
786,765.0453
787,936.9553
788,215.28978
789,290.79343
790,428.34967
791,537.3321
792,271.36703
793,645.1245
794,561.55273
795,186.80046
796,376.91483
797,356.8156
798,318.59836
799,414.64172
800,394.42288
801,367.59033
802,560.92834
803,321.23575
804,236.5134
805,486.53104
806,281.59424
807,627.69104
808,358.68082
809,375.4232
810,740.7404
811,187.6391
812,477.07083
813,316.23587
814,587.3777
815,310.69952
816,637.18427
817,706.173
818,233.0192
819,603.89966
820,577.35846
821,528.3567
822,493.81305
823,286.2133
824,318.72418
825,352.59824
826,455.68982
827,193.11642
828,337.97867
829,716.8522
830,329.12628
831,340.29294
832,547.88586
833,327.6828
834,558.9992
835,416.96304
836,431.23132
837,832.2985
838,365.28232
839,330.10107
840,176.51505
841,709.22156
842,663.67444
843,303.36328
844,713.7058
845,323.1545
846,272.8787
847,264.841
848,331.8543
849,593.19507
850,291.49908
851,378.361
852,524.4135
853,473.89487
854,741.59674
855,777.4395
856,253.65656
857,568.845
858,274.87457
859,713.2101
860,1289.3339
861,644.79913
862,578.7747
863,766.96216
864,621.0607
865,239.99783
866,377.12247
867,414.6002
868,1068.8174
869,273.55225
870,330.08926
871,773.37054
872,357.8214
873,543.27985
874,320.48254
875,427.14404
876,319.15396
877,415.753
878,314.5308
879,705.0052
880,417.3977
881,663.6488
882,290.5211
883,463.93536
884,417.85233
885,388.11765
886,377.99527
887,301.16803
888,315.4264
889,273.33267
890,709.4458
891,262.0094
892,833.95074
893,818.123
894,818.7376
895,614.41
896,402.09634
897,286.76917
898,495.99832
899,363.17993
900,466.9208
901,923.5837
902,612.99475
903,435.09314
904,312.42734
905,733.3068
906,874.7446
907,400.52316
908,337.4603
909,495.53543
910,223.92105
911,489.89682
912,878.68976
913,610.4754
914,621.34247
915,490.7998
916,502.84122
917,991.7441
918,707.94604
919,527.68164
920,263.21115
921,575.8273
922,744.9094
923,470.296
924,517.11597
925,584.0076
926,599.57336
927,251.1437
928,302.68848
929,511.25885
930,244.64783
931,224.78545
932,410.463
933,333.0933
934,251.4561
935,643.6966
936,578.69165
937,447.53702
938,798.04895
939,350.9221
940,555.9727
941,595.9861
942,529.3245
943,298.89328
944,660.92694
945,650.2209
946,797.89404
947,679.1458
948,297.3906
949,641.1433
950,253.08762
951,282.65808
952,515.22644
953,333.57187
954,450.8037
955,451.358
956,247.81924
957,478.40305
958,395.87375
959,625.53973
960,379.00146
961,665.43854
962,484.90466
963,545.7548
964,610.5889
965,528.92816
966,389.6954
967,295.3912
968,486.92953
969,237.98282
970,411.08157
971,569.9291
972,227.49176
973,779.221
974,256.1937
975,678.77545
976,516.1771
977,462.95728
978,553.5301
979,620.18774
980,435.74194
981,415.79144
982,390.82776
983,555.3593
984,1116.3363
985,251.5157
986,360.57916
987,563.4044
988,377.34335
989,338.62134
990,589.46045
991,639.279
992,612.2598
993,525.2466
994,357.4989
995,298.92078
996,487.50638
997,445.8084
998,578.0229
999,887.2201
1000,402.9372
1001,639.1156
1002,426.43338
1003,476.652
1004,313.8834
1005,941.4468
1006,686.8857
1007,658.52637
1008,522.228
1009,374.19284
1010,576.0294
1011,157.86255
1012,587.5018
1013,470.9495
1014,419.861
1015,1010.7669
1016,659.1387
1017,472.41074
1018,726.9198
1019,269.70023
1020,252.21648
1021,233.2997
1022,258.0061
1023,569.76306
1024,229.50099
1025,624.5065
1026,543.0126
1027,700.18787
1028,723.05554
1029,1037.8373
1030,578.9378
1031,242.16568
1032,380.7086
1033,830.9875
1034,278.31967
1035,1018.71
1036,431.58536
1037,652.0608
1038,359.09378
1039,452.70947
1040,432.51367
1041,448.2698
1042,370.58716
1043,272.24536
1044,866.1484
1045,568.11633
1046,451.14047
1047,597.9916
1048,827.3268
1049,377.9286
1050,714.3108
1051,279.41138
1052,432.94266
1053,303.8507
1054,253.54192
1055,276.8062
1056,343.35132
1057,687.75946
1058,597.47736
1059,491.97443
1060,562.9025
1061,685.9748
1062,671.3014
1063,603.78705
1064,641.5137
1065,605.07166
1066,565.18463
1067,249.88358
1068,239.27179
1069,750.98206
1070,244.04185
1071,402.96063
1072,795.6692
1073,344.6151
1074,277.1824
1075,1023.0513
1076,329.27512
1077,154.01923
1078,578.94885
1079,514.4097
1080,835.523
1081,640.84534
1082,404.136
1083,807.6656
1084,455.88956
1085,338.2868
1086,674.1978
1087,706.8771
1088,325.8046
1089,220.54926
1090,857.7098
1091,367.72864
1092,411.91608
1093,373.03253
1094,223.4966
1095,392.799
1096,836.40753
1097,581.4488
1098,379.8038
1099,414.07977
1100,396.03952
1101,257.59357
1102,348.74652
1103,872.8709
1104,421.19827
1105,416.03955
1106,433.81534
1107,562.0068
1108,208.17795
1109,289.70035
1110,555.8407
1111,909.80304
1112,231.5165
1113,315.07523
1114,1005.79803
1115,335.97815
1116,733.5817
1117,420.36942
1118,927.2626
1119,686.60474
1120,314.32837
1121,198.58246
1122,644.2306
1123,343.56863
1124,624.02985
1125,474.4332
1126,344.56583
1127,441.584
1128,293.7918
1129,356.93646
1130,506.01788
1131,398.57852
1132,899.0654
1133,518.36816
1134,588.7233
1135,737.6183
1136,563.6452
1137,351.1938
1138,234.19048
1139,721.77484
1140,587.3648
1141,824.37054
1142,264.27448
1143,451.48996
1144,295.12103
1145,695.4831
1146,492.81546
1147,536.42175
1148,485.26736
1149,306.4046
1150,911.29834
1151,429.54745
1152,386.39258
1153,203.87883
1154,607.2174
1155,1120.1595
1156,446.89813
1157,583.8879
1158,472.65973
1159,836.70154
1160,561.7822
1161,381.2354
1162,526.40045
1163,468.3975
1164,654.8355
1165,670.8134
1166,327.35126
1167,507.53134
1168,395.4683
1169,584.7023
1170,513.35187
1171,198.52594
1172,794.2954
1173,245.11432
1174,593.91565
1175,478.62207
1176,617.5855
1177,1090.9055
1178,441.66928
1179,292.20132
1180,246.38892
1181,386.12753
1182,943.44434
1183,243.50691
1184,430.35318
1185,581.2985
1186,488.9106
1187,212.25949
1188,395.81165
1189,486.71643
1190,488.27017
1191,838.17664
1192,513.3538
1193,421.719
1194,622.48004
1195,560.27313
1196,412.11392
1197,576.62634
1198,633.5925
1199,365.01123
1200,1000.77716
1201,553.233
1202,841.53375
1203,568.7191
1204,630.37164
1205,451.24826
1206,227.28813
1207,786.5606
1208,663.01495
1209,332.89923
1210,619.08124
1211,446.5601
1212,818.14795
1213,624.95416
1214,596.7189
1215,731.6035
1216,553.4232
1217,737.5891
1218,663.9957
1219,233.72249
1220,756.0291
1221,584.36975
1222,527.6804
1223,278.85104
1224,428.81604
1225,880.8553
1226,254.71698
1227,473.3411
1228,507.35663
1229,1174.0247
1230,523.2567
1231,450.68097
1232,407.901
1233,265.54587
1234,786.971
1235,847.0569
1236,331.89102
1237,532.2488
1238,337.5512
1239,772.37585
1240,741.989
1241,475.5031
1242,773.0804
1243,311.71722
1244,452.79193
1245,327.76483
1246,717.14
1247,663.93146
1248,585.41394
1249,248.4179
1250,361.04422
1251,239.1933
1252,249.72766
1253,1016.5662
1254,295.25616
1255,473.0868
1256,416.82013
1257,290.49408
1258,289.54968
1259,392.22235
1260,484.30664
1261,392.81064
1262,612.1109
1263,867.5405
1264,1075.3224
1265,587.5419
1266,1045.6725
1267,312.44073
1268,589.2783
1269,455.3034
1270,826.0031
1271,883.81976
1272,456.87296
1273,258.78555
1274,624.2263
1275,487.48825
1276,692.89655
1277,331.30267
1278,209.11156
1279,622.41296
1280,1074.8057
1281,550.72174
1282,928.7808
1283,679.20575
1284,587.4382
1285,682.432
1286,273.6116
1287,574.12665
1288,867.6071
1289,412.14185
1290,500.14264
1291,340.60315
1292,296.7278
1293,688.7959
1294,838.01715
1295,263.43
1296,470.74405
1297,666.545
1298,291.51968
1299,293.60904
1300,506.61423
1301,849.16187
1302,375.62228
1303,403.338
1304,745.5409
1305,334.53732
1306,927.70703
1307,878.84436
1308,954.49664
1309,325.7055
1310,925.90436
1311,655.5062
1312,280.09625
1313,622.7018
1314,516.38196
1315,639.1336
1316,633.0474
1317,551.3634
1318,450.30164
1319,299.4078
1320,296.5622
1321,392.1109
1322,440.4417
1323,419.71747
1324,909.80566
1325,384.34512
1326,810.53094
1327,592.40076
1328,435.42667
1329,388.67548
1330,603.46295
1331,298.79453
1332,804.91125
1333,429.25937
1334,303.0111
1335,546.2987
1336,944.95264
1337,351.28857
1338,684.8913
1339,340.92896
1340,624.31055
1341,708.13513
1342,201.86555
1343,345.5829
1344,796.28253
1345,252.91522
1346,330.09998
1347,271.3485
1348,427.9626
1349,516.1589
1350,457.1907
1351,340.02805
1352,233.9523
1353,471.7602
1354,314.26978
1355,761.97473
1356,598.2448
1357,964.93414
1358,500.5289
1359,613.2173
1360,238.13289
1361,312.743
1362,486.02136
1363,334.07407
1364,296.1357
1365,729.46606
1366,484.34015
1367,715.04144
1368,488.0674
1369,913.2389
1370,551.74316
1371,534.55035
1372,726.7136
1373,370.6727
1374,389.81155
1375,456.37393
1376,682.12524
1377,328.0502
1378,364.03854
1379,662.4853
1380,321.79855
1381,216.81015
1382,299.68204
1383,365.8942
1384,247.52222
1385,494.13693
1386,458.4438
1387,678.9496
1388,568.1296
1389,293.55878
1390,548.2251
1391,424.25632
1392,562.5851
1393,420.39648
1394,1103.9374
1395,241.38092
1396,757.79694
1397,672.51184
1398,331.87616
1399,464.3428
1400,534.48816
1401,238.32396
1402,223.54584
1403,626.9462
1404,262.01675
1405,242.14975
1406,386.4062
1407,439.74457
1408,629.09515
1409,225.25851
1410,239.3213
1411,745.44385
1412,235.83522
1413,466.56714
1414,313.1828
1415,695.4632
1416,421.1555
1417,439.82553
1418,545.9768
1419,914.1063
1420,712.07684
1421,518.5078
1422,379.71924
1423,676.0595
1424,451.516
1425,304.59982
1426,255.92397
1427,458.1136
1428,430.03522
1429,259.236
1430,778.623
1431,585.9295
1432,453.13083
1433,589.49615
1434,358.2101
1435,239.98868
1436,822.2314
1437,263.09622
1438,604.1145
1439,380.74762
1440,187.12016
1441,337.71674
1442,1033.2664
1443,951.1486
1444,334.75177
1445,556.9619
1446,414.57092
1447,263.7402
1448,624.7
1449,341.83762
1450,917.77374
1451,867.2948
1452,256.79764
1453,702.7142
1454,474.73892
1455,768.7009
1456,910.3928
1457,841.0127
1458,271.5546
1459,234.69891
1460,624.0198
1461,422.00626
1462,470.5102
1463,414.90277
1464,319.43533
1465,1219.1089
1466,731.2833
1467,555.04694
1468,197.3612
1469,450.7042
1470,167.59975
1471,488.92017
1472,471.64908
1473,677.64197
1474,656.9153
1475,253.23296
1476,424.0213
1477,376.7143
1478,296.28317
1479,315.16058
1480,230.0509
1481,905.2549
1482,472.72916
1483,718.9821
1484,882.94904
1485,1113.9207
1486,356.7372
1487,407.19965
1488,357.91064
1489,1317.4717
1490,367.91895
1491,358.76532
1492,676.9034
1493,913.4114
1494,538.89215
1495,527.3886
1496,616.2285
1497,628.83575
1498,482.0474
1499,390.6759
1500,230.31136
1501,728.74567
1502,629.97473
1503,445.29852
1504,276.4038
1505,201.04356
1506,365.95038
1507,269.06348
1508,900.8485
1509,467.22794
1510,333.13205
1511,220.917
1512,478.91522
1513,1075.0132
1514,813.72424
1515,822.8821
1516,282.74435
1517,416.31042
1518,493.2525
1519,614.74994
1520,354.35352
1521,481.48962
1522,700.9435
1523,736.68823
1524,478.4336
1525,412.15637
1526,524.4597
1527,459.9895
1528,699.5915
1529,476.6654
1530,679.6113
1531,403.88034
1532,737.338
1533,241.61261
1534,988.04016
1535,342.23492
1536,603.21783
1537,556.8363
1538,410.8092
1539,563.3139
1540,603.997
1541,522.0082
1542,346.86102
1543,348.36142
1544,390.88928
1545,379.83713
1546,580.4191
1547,1012.4412
1548,877.30817
1549,455.5699
1550,483.95828
1551,1209.2792
1552,491.60883
1553,410.35422
1554,279.02475
1555,618.6085
1556,901.32025
1557,679.117
1558,686.647
1559,421.41223
1560,884.4567
1561,724.10345
1562,1007.5722
1563,351.6251
1564,385.04807
1565,559.51843
1566,480.68695
1567,353.4394
1568,512.4279
1569,434.25204
1570,350.37366
1571,666.14685
1572,311.6704
1573,630.22107
1574,291.50745
1575,919.643
1576,560.271
1577,740.91174
1578,341.1833
1579,352.5036
1580,703.6792
1581,534.93286
1582,532.262
1583,579.9513
1584,402.58344
1585,585.419
1586,401.92325
1587,487.38947
1588,561.6866
1589,834.97736
1590,661.756
1591,975.5741
1592,738.8285
1593,1164.4812
1594,234.19617
1595,589.0249
1596,467.48444
1597,228.06654
1598,346.69168
1599,511.5161
1600,516.10156
1601,346.0898
1602,722.17725
1603,940.47314
1604,633.1582
1605,519.17706
1606,980.83093
1607,873.36426
1608,267.7114
1609,478.66797
1610,302.43457
1611,578.6171
1612,399.42062
1613,499.94022
1614,487.34766
1615,283.24973
1616,677.00635
1617,437.14255
1618,850.73035
1619,399.2761
1620,616.3822
1621,598.67316
1622,394.036
1623,505.70505
1624,616.1404
1625,520.52155
1626,547.3542
1627,155.7794
1628,564.7536
1629,662.5191
1630,953.9943
1631,573.4511
1632,449.41806
1633,322.19824
1634,319.94098
1635,423.85858
1636,454.85184
1637,348.2646
1638,196.57527
1639,272.921
1640,938.25903
1641,620.7718
1642,711.9658
1643,859.06866
1644,186.44255
1645,414.37094
1646,444.9969
1647,400.8388
1648,286.946
1649,644.8203
1650,483.13675
1651,248.21744
1652,387.0291
1653,366.69678
1654,361.42883
1655,687.6224
1656,558.0184
1657,382.06363
1658,474.68393
1659,423.27487
1660,375.64862
1661,656.26495
1662,417.6828
1663,799.8174
1664,564.2419
1665,264.80402
1666,788.7198
1667,243.01775
1668,568.4087
1669,401.1187
1670,865.59467
1671,409.56232
1672,1154.3491
1673,697.28687
1674,217.18214
1675,638.507
1676,426.3055
1677,670.4987
1678,504.2408
1679,350.7931
1680,392.36154
1681,403.3188
1682,481.0061
1683,245.37346
1684,587.03357
1685,818.9028
1686,363.31036
1687,454.33463
1688,612.9328
1689,495.0671
1690,587.08704
1691,365.03525
1692,420.12653
1693,1050.5222
1694,466.16666
1695,334.88174
1696,290.31543
1697,572.75366
1698,785.0614
1699,348.80023
1700,662.26044
1701,453.89377
1702,346.00153
1703,276.24542
1704,328.4241
1705,789.23596
1706,401.63394
1707,339.05582
1708,503.57858
1709,439.09732
1710,867.65344
1711,1145.5068
1712,356.73822
1713,781.3999
1714,177.89803
1715,579.58746
1716,1095.9781
1717,380.5917
1718,826.9781
1719,853.2215
1720,623.7868
1721,743.92474
1722,310.08426
1723,432.4718
1724,1186.7155
1725,173.62578
1726,476.94482
1727,779.79193
1728,1133.8906
1729,901.0358
1730,224.69885
1731,496.66052
1732,269.60495
1733,437.1388
1734,235.2089
1735,967.94934
1736,817.2293
1737,462.98465
1738,291.17123
1739,779.88934
1740,529.1645
1741,467.4909
1742,246.28085
1743,727.1396
1744,178.57054
1745,286.80185
1746,844.8335
1747,453.25162
1748,759.1322
1749,712.1926
1750,615.5759
1751,999.2651
1752,455.43762
1753,589.2457
1754,418.24664
1755,241.35204
1756,730.88104
1757,949.9253
1758,400.2952
1759,392.83893
1760,234.10205
1761,717.49304
1762,1210.2062
1763,411.50266
1764,356.37524
1765,754.2284
1766,155.90149
1767,841.0728
1768,1295.7499
1769,424.1119
1770,602.02795
1771,494.70724
1772,494.67963
1773,1359.655
1774,1188.1044
1775,958.67804
1776,191.82394
1777,403.48746
1778,426.9056
1779,375.4828
1780,855.3132
1781,487.56915
1782,679.8651
1783,295.25574
1784,156.80301
1785,342.90564
1786,193.12859
1787,382.52338
1788,880.55707
1789,328.1885
1790,226.33401
1791,514.44946
1792,805.1262
1793,833.3362
1794,1130.7202
1795,262.05737
1796,463.81482
1797,910.5573
1798,469.79147
1799,387.4856
1800,431.89703
1801,936.51764
1802,1234.0319
1803,570.7757
1804,212.71432
1805,441.45117
1806,253.2012
1807,567.4181
1808,599.9414
1809,786.94965
1810,512.4675
1811,639.51587
1812,705.061
1813,708.7571
1814,567.6121
1815,972.8505
1816,752.69214
1817,736.8709
1818,390.6573
1819,378.61707
1820,1003.5177
1821,1009.933
1822,853.51483
1823,272.42535
1824,393.87918
1825,445.37985
1826,296.78076
1827,379.66058
1828,139.04727
1829,687.2933
1830,832.6077
1831,404.17105
1832,659.4068
1833,743.30743
1834,475.11304
1835,368.1743
1836,341.89563
1837,735.8944
1838,668.0736
1839,457.7533
1840,1134.6971
1841,287.65952
1842,260.36566
1843,373.85184
1844,906.66925
1845,745.8403
1846,745.3973
1847,378.21722
1848,390.645
1849,671.7087
1850,574.6728
1851,262.24677
1852,1500.0839
1853,442.18683
1854,985.96136
1855,795.112
1856,626.1076
1857,943.5033
1858,775.0133
1859,786.609
1860,491.44382
1861,1368.5109
1862,436.3722
1863,407.27847
1864,711.07416
1865,342.56195
1866,374.59024
1867,129.26451
1868,597.7113
1869,722.4304
1870,265.0425
1871,1207.2224
1872,641.1366
1873,759.2893
1874,795.9864
1875,331.95544
1876,299.54733
1877,691.7315
1878,283.62695
